_id,Nº OCORRÊNCIA,DATA DO FATO,HORA DO FATO,TIPO OBJETO,AÇÃO OBJETO,GRUPO DE INCIDENTE,TIPO DE INCIDENTE,UF,MUNICÍPIO,BAIRRO,LOGRADOURO,TIPO DE LOCAL,TIPO,MARCA,MODELO,COR VEÍCULO
5312,57465332,2025-03-13T00:00:00,01:40:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,MANTENOPOLIS,CENTRO,RUA TIRADENTES,COMÉRCIO,S/I,MOTOROLA,S/I,S/I
5313,57466154,2025-03-13T00:00:00,07:20:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,MARATAIZES,SANTA TEREZA,RUA DO ODALIO,VEÍCULO,S/I,APPLE,IPHONE,S/I
5314,57466337,2025-03-13T00:00:00,05:30:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: A PESSOA EM VIA PÚBLICA,ES,SERRA,BAIRRO DAS LARANJEIRAS,S/I,VIA PÚBLICA,S/I,APPLE,IPHONE 13,S/I
5315,57466400,2025-03-13T00:00:00,07:50:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: EM VEÍCULO,ES,CARIACICA,VILA CAPIXABA,AVENIDA MARIO GURGEL,VEÍCULO,S/I,MOTOROLA,MOTO E7,S/I
5316,57467021,2025-03-13T00:00:00,02:47:00,VEICULO,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO,ES,CARIACICA,SANTANA,RUA: MARIO ARAUJO,VIA PÚBLICA,MOTOCICLETA,HONDA,XRE 300,AZUL
5317,57467173,2025-03-13T00:00:00,09:00:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: EM TRANSPORTE COLETIVO,ES,VITORIA,CENTRO,S/I,EMBARCAÇÃO,S/I,SAMSUNG,GALAXY A 14,S/I
5318,57467359,2025-03-13T00:00:00,10:00:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VITORIA,SANTA TEREZA,RUA RAFEL JANTORNI,VIA PÚBLICA,S/I,MOTOROLA,MOTO G53 5G,S/I
5319,57468019,2025-03-13T00:00:00,11:00:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: EM RESIDÊNCIA/CONDOMÍNIO,ES,SERRA,FEU ROSA,AV DALIAS,RESIDÊNCIA,S/I,XIAOMI,REDMI NOTE 12,S/I
5320,57468116,2025-03-13T00:00:00,09:00:00,VEICULO,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO: AUTOMOTOR,ES,SERRA,NOVO HORIZONTE,AV NOVO HORIZONTE,VIA PÚBLICA,AUTOMÓVEL,FORD,KA,PRETO
5321,57468143,2025-03-13T00:00:00,12:42:00,BICICLETA,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,VILA VELHA,PRAIA DAS GAIVOTAS,RUA CORONEL PEDRO MAIA CARVALHO,VIA PÚBLICA,S/I,OGGI 29 BW 7.3DEORE 12V,OGGI 7.3 2024,S/I
5322,57468794,2025-03-13T00:00:00,09:00:00,BICICLETA,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: DE VEÍCULO: BICICLETA,ES,VILA VELHA,OUTRO LOCAL,PONTE DA MADALENA,VIA PÚBLICA,S/I,OGGI,ARO 29 7.0 BIG WHEEL,S/I
5323,57468852,2025-03-13T00:00:00,12:00:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: A PESSOA EM VIA PÚBLICA,ES,SERRA,COLINA DE LARANJEIRAS,S/I,VIA PÚBLICA,S/I,APPLE,IPHONE 14 PRÓ.,S/I
5324,57469048,2025-03-13T00:00:00,Indeterminada,VEICULO,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,LINHARES,CENTRO,RUA JOAO FRANCISCO CALMON,VIA PÚBLICA,AUTOMÓVEL,VOLKSWAGEN,GOL 1000,BRANCO
5325,57469165,2025-03-13T00:00:00,08:30:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: DE VEÍCULO,ES,CARIACICA,ZONA RURAL,RUA PROJETADA,RESIDÊNCIA,S/I,MOTOROLA,MOTO G4,S/I
5326,57469165,2025-03-13T00:00:00,08:30:00,VEICULO,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: DE VEÍCULO,ES,CARIACICA,ZONA RURAL,RUA PROJETADA,RESIDÊNCIA,MOTOCICLETA,HONDA,CG 125,AZUL
5327,57469256,2025-03-13T00:00:00,14:30:00,VEICULO,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO: CICLOMOTOR,ES,VILA VELHA,GLORIA,RUA LATERAL DA DALLA BERNARDINA,VIA PÚBLICA,MOTOCICLETA,HONDA,PCX 150,AZUL
5328,57469493,2025-03-13T00:00:00,15:57:00,VEICULO,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO: CICLOMOTOR,ES,SANTA MARIA DE JETIBA,CENTRO,AV FLORENCIO AUGUSTO BERGER,VIA PÚBLICA,CICLOMOTOR,SHINERAY,RETRO 50CC,BRANCO
5329,57469575,2025-03-13T00:00:00,11:30:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO,ES,CARIACICA,RETIRO SAUDOSO,RUA SOLDADO MESAQUE NASCIMENTO,INDUSTRIA,S/I,MOTOROLA,MOTO G 14,S/I
5330,57469575,2025-03-13T00:00:00,11:30:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO,ES,CARIACICA,RETIRO SAUDOSO,RUA SOLDADO MESAQUE NASCIMENTO,INDUSTRIA,S/I,SAMSUNG,S10,S/I
5331,57469575,2025-03-13T00:00:00,11:30:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO,ES,CARIACICA,RETIRO SAUDOSO,RUA SOLDADO MESAQUE NASCIMENTO,INDUSTRIA,S/I,XIAOMI,REDMI 11,S/I
5332,57469841,2025-03-13T00:00:00,13:00:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,PRAIA DA COSTA,RUA FERNANDO M LINDEMBERG,VIA PÚBLICA,S/I,XIAOMI,REALME C65,S/I
5333,57470141,2025-03-13T00:00:00,14:00:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: A PESSOA EM VIA PÚBLICA,ES,NOVA VENECIA,MARGARETH,RUA ALMIRANTE SALDANHA GAMA,VIA PÚBLICA,S/I,SAMSUNG,SANSSUNG A 15,S/I
5334,57470330,2025-03-13T00:00:00,06:30:00,VEICULO,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: DE VEÍCULO: AUTOMOTOR,ES,CARIACICA,VILA PRUDENCIO,AV JUIZ DE FORA,VIA PÚBLICA,AUTOMÓVEL,FIAT,PALIO ATTRACTIV 1.4,VERMELHO
5335,57470359,2025-03-13T00:00:00,16:47:00,BICICLETA,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,VILA VELHA,IBES,S/I,COMÉRCIO,S/I,CALOI,FEMININO,S/I
5336,57471176,2025-03-13T00:00:00,15:30:00,VEICULO,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO,ES,VILA VELHA,ITAPOA,RUA INE TARGINO PUPPIN,VIA PÚBLICA,AUTOMÓVEL,VOLKSWAGEN,POLO,BRANCO
5337,57471383,2025-03-13T00:00:00,13:00:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: EM ESTABELECIMENTO EM ENSINO,ES,GUARAPARI,ELZA NADER,ESCOLA,ESCOLA,S/I,MOTOROLA,MOTO G24,S/I
5338,57471834,2025-03-13T00:00:00,17:40:00,BICICLETA,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO: BICICLETA,ES,LINHARES,CENTRO,AV NOGUEIRA DA GAMA,COMÉRCIO,S/I,CALOI,CALOI EXPLORER 9 ARO 29,S/I
5339,57472650,2025-03-13T00:00:00,21:56:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: DE VEÍCULO,ES,SAO MATEUS,RESIDENCIAL PARQUE WASHIGTON,NAO INFORMADO,VIA PÚBLICA,S/I,SAMSUNG,"SAMSUNG GALAXY S9,",S/I
5340,57472650,2025-03-13T00:00:00,21:56:00,VEICULO,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: DE VEÍCULO,ES,SAO MATEUS,RESIDENCIAL PARQUE WASHIGTON,NAO INFORMADO,VIA PÚBLICA,MOTOCICLETA,HONDA,CG 160 START,VERMELHO
5341,57472754,2025-03-13T00:00:00,21:15:00,VEICULO,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO,ES,SAO MATEUS,RESIDENCIAL PARQUE WASHIGTON,S/I,VIA PÚBLICA,MOTOCICLETA,HONDA,CG 160 START,VERMELHO
5342,57472801,2025-03-13T00:00:00,18:30:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,PRAIA DE ITAPARICA,ROD ES 060,VIA PÚBLICA,S/I,APPLE,IPHONE 13,S/I
5343,57472814,2025-03-13T00:00:00,12:50:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM TRANSPORTE COLETIVO,ES,SERRA,PARQUE RESIDENCIAL LARANJEIRAS,S/I,VEÍCULO,S/I,SAMSUNG,GALAXY A13,S/I
5344,57474610,2025-03-13T00:00:00,05:00:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: EM TRANSPORTE COLETIVO,ES,VILA VELHA,DOM JOAO BATISTA,S/I,VEÍCULO,S/I,XIAOMI,23117RA68G,S/I
5345,57474756,2025-03-13T00:00:00,06:30:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,VILA PRUDENCIO,S/I,VIA PÚBLICA,S/I,SAMSUNG,GALAXY A12,S/I
5346,57475020,2025-03-13T00:00:00,19:30:00,BICICLETA,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO: BICICLETA,ES,VITORIA,JARDIM CAMBURI,AV GELU VERVLOET DOS SANTOS,COMÉRCIO,S/I,OUXI  H9,H9,S/I
5347,57475092,2025-03-13T00:00:00,16:30:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: EM VEÍCULO,ES,CACHOEIRO DE ITAPEMIRIM,CORAMARA,AV MAURO MIRANDA MADUREIRA,VIA PÚBLICA,S/I,MOTOROLA,"MOTO G54 5G, COR VERDE.",S/I
5348,57475227,2025-03-13T00:00:00,22:30:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO,ES,VITORIA,MATA DA PRAIA,AV CARLOS GOMES DE SA,VIA PÚBLICA,S/I,MOTOROLA,MOTO E22 AZUL,S/I
5349,57475570,2025-03-13T00:00:00,12:20:00,BICICLETA,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,LINHARES,CENTRO,AV. AUGUSTO CALMON,REPARTICAO PUBLICA,S/I,MORMAII,aro 29 jaws 2.0 vrd/azul,S/I
5350,57475635,2025-03-13T00:00:00,22:00:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM TRANSPORTE COLETIVO,ES,SERRA,CARAPINA GRANDE,"BR 101, CONTORNO",TRANSP COLETIVO,S/I,MOTOROLA,G7 PLUS,S/I
5351,57475712,2025-03-13T00:00:00,09:00:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,SERRA,PORTAL DE JACARAIPE,AV. TALMA RODRIGUES RIBEIRO,REPARTICAO PUBLICA,S/I,XIAOMI,REDMI NOTE 13,S/I
5352,57475913,2025-03-13T00:00:00,14:40:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: EM ESTABELECIMENTO COMERCIAL,ES,VILA VELHA,VALE ENCANTADO,S/I,VIA PÚBLICA,S/I,SAMSUNG,GALAXY A05,S/I
5353,57475928,2025-03-13T00:00:00,22:20:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: DE VEÍCULO,ES,SERRA,PORTAL DE JACARAIPE,RUA SÃO PAULO,VIA PÚBLICA,S/I,MOTOROLA,MOTO G PLEY,S/I
5354,57475928,2025-03-13T00:00:00,22:20:00,VEICULO,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: DE VEÍCULO,ES,SERRA,PORTAL DE JACARAIPE,RUA SÃO PAULO,VIA PÚBLICA,AUTOMÓVEL,FIAT,MOBI LIKE,PRATA
5355,57475968,2025-03-13T00:00:00,14:20:00,BICICLETA,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,LINHARES,INTERLAGOS,ESDF,VIA PÚBLICA,S/I,TYT,ARO 24 PRETA (NOME TYT ROSA) MOUTAIN COMPETION PEÇAS SHIMANO,S/I
5356,57476057,2025-03-13T00:00:00,18:30:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VITORIA,JABOUR,LEITAO DA SILVA,VIA PÚBLICA,S/I,MOTOROLA,MOTO G52,S/I
5357,57476428,2025-03-13T00:00:00,06:11:00,BICICLETA,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,LINHARES,SHELL,AV. PREFEITO SAMUEL BATISTA,COMÉRCIO,S/I,Oggi 29 hacker sport 21v azul,ARO 29,S/I
5358,57476581,2025-03-13T00:00:00,05:41:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VITORIA,CENTRO,S/I,OUTRO LOCAL,S/I,OUTROS,MOTOG54,S/I
5359,57476594,2025-03-13T00:00:00,09:50:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VITORIA,SANTA TEREZA,RUA RAFAEL JANTORNI,VIA PÚBLICA,S/I,MOTOROLA,MOTO G53 5G,S/I
5360,57477533,2025-03-13T00:00:00,21:30:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VIANA,MARCILIO DE NORONHA,RUA GUARAPARI,VIA PÚBLICA,S/I,SAMSUNG,S22 PLUS,S/I
5361,57477533,2025-03-13T00:00:00,21:30:00,VEICULO,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VIANA,MARCILIO DE NORONHA,RUA GUARAPARI,VIA PÚBLICA,MOTOCICLETA,HONDA,XRE 300,BRANCO
5362,57479414,2025-03-13T00:00:00,15:00:00,BICICLETA,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO: BICICLETA,ES,VILA VELHA,PRAIA DA COSTA,AVENIDA HUGO MUSSO,COMÉRCIO,S/I,SUMER LINE,ULTRA,S/I
5363,57503037,2025-03-13T00:00:00,12:00:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,VITORIA,CONSOLACAO,AV VITORIA,OUTRO LOCAL,S/I,MOTOROLA,MOTO G 04S,S/I
5364,57503646,2025-03-13T00:00:00,18:50:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VITORIA,CENTRO,RUA ALDA MARIA LYRA VICENTINI,VIA PÚBLICA,S/I,XIAOMI,REDMI NOTE 13 PRO,S/I
5365,57503653,2025-03-13T00:00:00,20:00:00,VEICULO,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO,ES,DOMINGOS MARTINS,CENTRO,ESTRADA DO GALO,VIA PÚBLICA,MOTOCICLETA,HONDA,CG 125 FAN ES,PRETO
5366,57506050,2025-03-13T00:00:00,06:30:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,PONTA DA FRUTA,RUA DA PRAIA,VIA PÚBLICA,S/I,SAMSUNG,GALAXY A54,S/I
5367,57517049,2025-03-13T00:00:00,23:57:00,VEICULO,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO,ES,VILA VELHA,JARDIM GUADALAJARA,RUA ANGELO BORGO,VIA PÚBLICA,AUTOMÓVEL,VOLKSWAGEN,FOX 1.0,BEGE
5368,57540851,2025-03-13T00:00:00,22:40:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,PORTO DE CARIACICA,MANOEL COELHO MATOS,VIA PÚBLICA,S/I,APPLE,IPHONI 12 PRO,S/I
5369,57589341,2025-03-13T00:00:00,05:00:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,ARIBIRI,RUA JOSE RODRIGUES DE CARVALHO,VIA PÚBLICA,S/I,APPLE,IPHONE 7,S/I
5370,57601518,2025-03-13T00:00:00,Indeterminada,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,VITORIA,ILHA DO PRINCIPE,AV ALEXANDRE BUAIZ,OUTRO LOCAL,S/I,NOKIA,NOKIA C2,S/I
5371,57640755,2025-03-13T00:00:00,Indeterminada,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,SANTA TERESA,VILA NOVA,RUA ARNALDO GAREAL MOREIRA,RESIDÊNCIA,S/I,SAMSUNG,GALAXI A15,S/I
5372,57855219,2025-03-13T00:00:00,19:00:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO,ES,CARIACICA,CAMPO GRANDE,S/I,VIA PÚBLICA,S/I,MOTOROLA,S/I,S/I
5373,58161880,2025-03-13T00:00:00,10:35:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,VILA VELHA,JOCKEY DE ITAPARICA,ROD DO SOL,COMÉRCIO,S/I,XIAOMI,14C,S/I
5374,58161880,2025-03-13T00:00:00,10:35:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,VILA VELHA,JOCKEY DE ITAPARICA,ROD DO SOL,COMÉRCIO,S/I,XIAOMI,14C,S/I
5375,58470570,2025-03-13T00:00:00,Indeterminada,VEICULO,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO,ES,VITORIA,AEROPORTO,"AV. ROZA HELENA SCHORLING ALBUQUERQUE, S/N",COMÉRCIO,AUTOMÓVEL,FIAT,130,PRATA
5376,57473712,2025-03-14T00:00:00,00:00:00,VEICULO,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO,ES,VILA VELHA,BOA VISTA II,GONÇALVES DIAS,VIA PÚBLICA,MOTOCICLETA,HONDA,NXR160 BROS ESDD,BRANCO
5377,57474501,2025-03-14T00:00:00,03:00:00,VEICULO,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO: AUTOMOTOR,ES,SERRA,PORTAL DE JACARAIPE,RUA DINAMARCA,VIA PÚBLICA,AUTOMÓVEL,MITSUBISHI,AUTOMOVEL,PRATA
5378,57474611,2025-03-14T00:00:00,05:45:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,COQUEIRAL DE ITAPARICA,S/I,VIA PÚBLICA,S/I,SAMSUNG,S20 FE,S/I
5379,57474712,2025-03-14T00:00:00,03:00:00,VEICULO,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO: CICLOMOTOR,ES,VILA VELHA,JARDIM GUADALAJARA,RUA ANGELO BORGO,RESIDÊNCIA,MOTOCICLETA,HONDA,CG 125 FAN,CINZA
5380,57475129,2025-03-14T00:00:00,08:00:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,SERRA,FEU ROSA,S/I,HOSPITAL,S/I,MOTOROLA,S/I,S/I
5381,57475172,2025-03-14T00:00:00,05:30:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM TRANSPORTE COLETIVO,ES,VILA VELHA,ALVORADA,AV LINDENBERG FARIAS,TRANSP COLETIVO,S/I,XIAOMI,POCO X6 PRO BLACK,S/I
5382,57475298,2025-03-14T00:00:00,07:07:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO,ES,SERRA,PARQUE RESIDENCIAL LARANJEIRAS,AVENIDA ELDES SCHERRER SOUZA,VIA PÚBLICA,S/I,MOTOROLA,G200 5G VERDE,S/I
5383,57476034,2025-03-14T00:00:00,10:44:00,VEICULO,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO,ES,IBATIBA,SANTA MARIA DE CIMA,AREA RURAL,VIA PÚBLICA,MOTOCICLETA,HONDA,NXR150 BROS ESD,VERMELHO
5384,57476288,2025-03-14T00:00:00,03:00:00,VEICULO,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO: AUTOMOTOR,ES,CARIACICA,ITAPEMIRIM,RUA DINAMARCA,VIA PÚBLICA,CAMINHÃO,VOLKSWAGEN,8.150,BRANCO
5385,57476293,2025-03-14T00:00:00,06:36:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VITORIA,BENTO FERREIRA,AVENIDA VITORIA,VIA PÚBLICA,S/I,SAMSUNG,M31,S/I
5386,57477263,2025-03-14T00:00:00,08:00:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,SAO DOMINGOS DO NORTE,CENTRO,RUA ASTOLFO MOTTA,RESIDÊNCIA,S/I,SAMSUNG,A05,S/I
5387,57477463,2025-03-14T00:00:00,13:50:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: EM RESIDÊNCIA/CONDOMÍNIO,ES,NOVA VENECIA,IOLANDA,RUA CENTRAL,RESIDÊNCIA,S/I,SAMSUNG,GALAXY A 05,S/I
5388,57477715,2025-03-14T00:00:00,12:00:00,BICICLETA,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VITORIA,JARDIM CAMBURI,S/I,VIA PÚBLICA,S/I,GTS,ARO 29,S/I
5389,57477987,2025-03-14T00:00:00,06:05:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO,ES,VILA VELHA,SANTA MONICA,RUA02,VIA PÚBLICA,S/I,MOTOROLA,S/I,S/I
5390,57478296,2025-03-14T00:00:00,13:10:00,BICICLETA,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO: BICICLETA,ES,IBATIBA,CENTRO,RUA MARECHAL RONDON,VIA PÚBLICA,S/I,BIC OGGI,29 BW,S/I
